Rank|Sequence|Rank as bits|Sum|Adjusted sum|Length|Rank in adjusted sum and length class|Image cardinality|Image|Is strictly increasing|Is RGF sequence
1294|(1, 1, 2, 1, 1)|(1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0)|6|11|5|94|2|(1, 2)|False|False
1295|(1, 1, 2, 0, 2)|(1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1)|6|11|5|95|3|(0, 1, 2)|False|False
1296|(1, 1, 1, 3, 0)|(1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0)|6|11|5|96|3|(0, 1, 3)|False|False
1297|(1, 1, 1, 2, 1)|(1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1)|6|11|5|97|2|(1, 2)|False|False
1298|(1, 1, 1, 1, 2)|(1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0)|6|11|5|98|2|(1, 2)|False|False
1299|(1, 1, 1, 0, 3)|(1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1)|6|11|5|99|3|(0, 1, 3)|False|False
1300|(1, 1, 0, 4, 0)|(1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0)|6|11|5|100|3|(0, 1, 4)|False|False
1301|(1, 1, 0, 3, 1)|(1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1)|6|11|5|101|3|(0, 1, 3)|False|False
1302|(1, 1, 0, 2, 2)|(1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0)|6|11|5|102|3|(0, 1, 2)|False|False
1303|(1, 1, 0, 1, 3)|(1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1)|6|11|5|103|3|(0, 1, 3)|False|False
1304|(1, 1, 0, 0, 4)|(1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0)|6|11|5|104|3|(0, 1, 4)|False|False
1305|(1, 0, 5, 0, 0)|(1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1)|6|11|5|105|3|(0, 1, 5)|False|False
1306|(1, 0, 4, 1, 0)|(1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0)|6|11|5|106|3|(0, 1, 4)|False|False
1307|(1, 0, 4, 0, 1)|(1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1)|6|11|5|107|3|(0, 1, 4)|False|False
1308|(1, 0, 3, 2, 0)|(1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0)|6|11|5|108|4|(0, 1, 2, 3)|False|False
1309|(1, 0, 3, 1, 1)|(1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1)|6|11|5|109|3|(0, 1, 3)|False|False
1310|(1, 0, 3, 0, 2)|(1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0)|6|11|5|110|4|(0, 1, 2, 3)|False|False
1311|(1, 0, 2, 3, 0)|(1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1)|6|11|5|111|4|(0, 1, 2, 3)|False|False
1312|(1, 0, 2, 2, 1)|(1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0)|6|11|5|112|3|(0, 1, 2)|False|False
1313|(1, 0, 2, 1, 2)|(1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1)|6|11|5|113|3|(0, 1, 2)|False|False
1314|(1, 0, 2, 0, 3)|(1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0)|6|11|5|114|4|(0, 1, 2, 3)|False|False
1315|(1, 0, 1, 4, 0)|(1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1)|6|11|5|115|3|(0, 1, 4)|False|False
1316|(1, 0, 1, 3, 1)|(1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0)|6|11|5|116|3|(0, 1, 3)|False|False
1317|(1, 0, 1, 2, 2)|(1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1)|6|11|5|117|3|(0, 1, 2)|False|False
1318|(1, 0, 1, 1, 3)|(1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0)|6|11|5|118|3|(0, 1, 3)|False|False
1319|(1, 0, 1, 0, 4)|(1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1)|6|11|5|119|3|(0, 1, 4)|False|False
1320|(1, 0, 0, 5, 0)|(1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0)|6|11|5|120|3|(0, 1, 5)|False|False
1321|(1, 0, 0, 4, 1)|(1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1)|6|11|5|121|3|(0, 1, 4)|False|False
1322|(1, 0, 0, 3, 2)|(1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0)|6|11|5|122|4|(0, 1, 2, 3)|False|False
1323|(1, 0, 0, 2, 3)|(1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1)|6|11|5|123|4|(0, 1, 2, 3)|False|False
1324|(1, 0, 0, 1, 4)|(1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0)|6|11|5|124|3|(0, 1, 4)|False|False
1325|(1, 0, 0, 0, 5)|(1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1)|6|11|5|125|3|(0, 1, 5)|False|False
1326|(0, 6, 0, 0, 0)|(1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0)|6|11|5|126|2|(0, 6)|False|False
1327|(0, 5, 1, 0, 0)|(1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1)|6|11|5|127|3|(0, 1, 5)|False|False
1328|(0, 5, 0, 1, 0)|(1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0)|6|11|5|128|3|(0, 1, 5)|False|False
1329|(0, 5, 0, 0, 1)|(1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1)|6|11|5|129|3|(0, 1, 5)|False|False
1330|(0, 4, 2, 0, 0)|(1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0)|6|11|5|130|3|(0, 2, 4)|False|False
1331|(0, 4, 1, 1, 0)|(1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1)|6|11|5|131|3|(0, 1, 4)|False|False
1332|(0, 4, 1, 0, 1)|(1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0)|6|11|5|132|3|(0, 1, 4)|False|False
1333|(0, 4, 0, 2, 0)|(1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)|6|11|5|133|3|(0, 2, 4)|False|False
1334|(0, 4, 0, 1, 1)|(1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0)|6|11|5|134|3|(0, 1, 4)|False|False
1335|(0, 4, 0, 0, 2)|(1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1)|6|11|5|135|3|(0, 2, 4)|False|False
1336|(0, 3, 3, 0, 0)|(1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0)|6|11|5|136|2|(0, 3)|False|False
1337|(0, 3, 2, 1, 0)|(1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1)|6|11|5|137|4|(0, 1, 2, 3)|False|False
1338|(0, 3, 2, 0, 1)|(1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0)|6|11|5|138|4|(0, 1, 2, 3)|False|False
1339|(0, 3, 1, 2, 0)|(1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1)|6|11|5|139|4|(0, 1, 2, 3)|False|False
1340|(0, 3, 1, 1, 1)|(1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0)|6|11|5|140|3|(0, 1, 3)|False|False
1341|(0, 3, 1, 0, 2)|(1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1)|6|11|5|141|4|(0, 1, 2, 3)|False|False
1342|(0, 3, 0, 3, 0)|(1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0)|6|11|5|142|2|(0, 3)|False|False
1343|(0, 3, 0, 2, 1)|(1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1)|6|11|5|143|4|(0, 1, 2, 3)|False|False
1344|(0, 3, 0, 1, 2)|(1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0)|6|11|5|144|4|(0, 1, 2, 3)|False|False
1345|(0, 3, 0, 0, 3)|(1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1)|6|11|5|145|2|(0, 3)|False|False
1346|(0, 2, 4, 0, 0)|(1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0)|6|11|5|146|3|(0, 2, 4)|False|False
1347|(0, 2, 3, 1, 0)|(1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1)|6|11|5|147|4|(0, 1, 2, 3)|False|False
1348|(0, 2, 3, 0, 1)|(1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0)|6|11|5|148|4|(0, 1, 2, 3)|False|False
1349|(0, 2, 2, 2, 0)|(1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1)|6|11|5|149|2|(0, 2)|False|False
1350|(0, 2, 2, 1, 1)|(1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0)|6|11|5|150|3|(0, 1, 2)|False|False
1351|(0, 2, 2, 0, 2)|(1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1)|6|11|5|151|2|(0, 2)|False|False
1352|(0, 2, 1, 3, 0)|(1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0)|6|11|5|152|4|(0, 1, 2, 3)|False|False
1353|(0, 2, 1, 2, 1)|(1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1)|6|11|5|153|3|(0, 1, 2)|False|False
1354|(0, 2, 1, 1, 2)|(1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0)|6|11|5|154|3|(0, 1, 2)|False|False
1355|(0, 2, 1, 0, 3)|(1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1)|6|11|5|155|4|(0, 1, 2, 3)|False|False
1356|(0, 2, 0, 4, 0)|(1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0)|6|11|5|156|3|(0, 2, 4)|False|False
1357|(0, 2, 0, 3, 1)|(1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1)|6|11|5|157|4|(0, 1, 2, 3)|False|False
1358|(0, 2, 0, 2, 2)|(1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0)|6|11|5|158|2|(0, 2)|False|False
1359|(0, 2, 0, 1, 3)|(1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1)|6|11|5|159|4|(0, 1, 2, 3)|False|False
1360|(0, 2, 0, 0, 4)|(1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0)|6|11|5|160|3|(0, 2, 4)|False|False
1361|(0, 1, 5, 0, 0)|(1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1)|6|11|5|161|3|(0, 1, 5)|False|False
1362|(0, 1, 4, 1, 0)|(1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0)|6|11|5|162|3|(0, 1, 4)|False|False
1363|(0, 1, 4, 0, 1)|(1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1)|6|11|5|163|3|(0, 1, 4)|False|False
1364|(0, 1, 3, 2, 0)|(1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0)|6|11|5|164|4|(0, 1, 2, 3)|False|False
1365|(0, 1, 3, 1, 1)|(1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1)|6|11|5|165|3|(0, 1, 3)|False|False
1366|(0, 1, 3, 0, 2)|(1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0)|6|11|5|166|4|(0, 1, 2, 3)|False|False
1367|(0, 1, 2, 3, 0)|(1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1)|6|11|5|167|4|(0, 1, 2, 3)|False|True
1368|(0, 1, 2, 2, 1)|(1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0)|6|11|5|168|3|(0, 1, 2)|False|True
1369|(0, 1, 2, 1, 2)|(1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1)|6|11|5|169|3|(0, 1, 2)|False|True
1370|(0, 1, 2, 0, 3)|(1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0)|6|11|5|170|4|(0, 1, 2, 3)|False|True
1371|(0, 1, 1, 4, 0)|(1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1)|6|11|5|171|3|(0, 1, 4)|False|False
1372|(0, 1, 1, 3, 1)|(1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0)|6|11|5|172|3|(0, 1, 3)|False|False
1373|(0, 1, 1, 2, 2)|(1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1)|6|11|5|173|3|(0, 1, 2)|False|True
1374|(0, 1, 1, 1, 3)|(1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0)|6|11|5|174|3|(0, 1, 3)|False|False
1375|(0, 1, 1, 0, 4)|(1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1)|6|11|5|175|3|(0, 1, 4)|False|False
1376|(0, 1, 0, 5, 0)|(1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0)|6|11|5|176|3|(0, 1, 5)|False|False
1377|(0, 1, 0, 4, 1)|(1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1)|6|11|5|177|3|(0, 1, 4)|False|False
1378|(0, 1, 0, 3, 2)|(1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0)|6|11|5|178|4|(0, 1, 2, 3)|False|False
1379|(0, 1, 0, 2, 3)|(1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1)|6|11|5|179|4|(0, 1, 2, 3)|False|True
1380|(0, 1, 0, 1, 4)|(1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0)|6|11|5|180|3|(0, 1, 4)|False|False
1381|(0, 1, 0, 0, 5)|(1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1)|6|11|5|181|3|(0, 1, 5)|False|False
1382|(0, 0, 6, 0, 0)|(1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0)|6|11|5|182|2|(0, 6)|False|False
1383|(0, 0, 5, 1, 0)|(1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1)|6|11|5|183|3|(0, 1, 5)|False|False
1384|(0, 0, 5, 0, 1)|(1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0)|6|11|5|184|3|(0, 1, 5)|False|False
1385|(0, 0, 4, 2, 0)|(1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1)|6|11|5|185|3|(0, 2, 4)|False|False
1386|(0, 0, 4, 1, 1)|(1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0)|6|11|5|186|3|(0, 1, 4)|False|False
1387|(0, 0, 4, 0, 2)|(1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1)|6|11|5|187|3|(0, 2, 4)|False|False
1388|(0, 0, 3, 3, 0)|(1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0)|6|11|5|188|2|(0, 3)|False|False
1389|(0, 0, 3, 2, 1)|(1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1)|6|11|5|189|4|(0, 1, 2, 3)|False|False
1390|(0, 0, 3, 1, 2)|(1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0)|6|11|5|190|4|(0, 1, 2, 3)|False|False
1391|(0, 0, 3, 0, 3)|(1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1)|6|11|5|191|2|(0, 3)|False|False
1392|(0, 0, 2, 4, 0)|(1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0)|6|11|5|192|3|(0, 2, 4)|False|False
1393|(0, 0, 2, 3, 1)|(1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1)|6|11|5|193|4|(0, 1, 2, 3)|False|False
1394|(0, 0, 2, 2, 2)|(1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0)|6|11|5|194|2|(0, 2)|False|False
1395|(0, 0, 2, 1, 3)|(1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1)|6|11|5|195|4|(0, 1, 2, 3)|False|False
1396|(0, 0, 2, 0, 4)|(1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0)|6|11|5|196|3|(0, 2, 4)|False|False
1397|(0, 0, 1, 5, 0)|(1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1)|6|11|5|197|3|(0, 1, 5)|False|False
1398|(0, 0, 1, 4, 1)|(1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0)|6|11|5|198|3|(0, 1, 4)|False|False
1399|(0, 0, 1, 3, 2)|(1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1)|6|11|5|199|4|(0, 1, 2, 3)|False|False
1400|(0, 0, 1, 2, 3)|(1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0)|6|11|5|200|4|(0, 1, 2, 3)|False|True
1401|(0, 0, 1, 1, 4)|(1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1)|6|11|5|201|3|(0, 1, 4)|False|False
1402|(0, 0, 1, 0, 5)|(1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0)|6|11|5|202|3|(0, 1, 5)|False|False
1403|(0, 0, 0, 6, 0)|(1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1)|6|11|5|203|2|(0, 6)|False|False
1404|(0, 0, 0, 5, 1)|(1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0)|6|11|5|204|3|(0, 1, 5)|False|False
1405|(0, 0, 0, 4, 2)|(1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1)|6|11|5|205|3|(0, 2, 4)|False|False
1406|(0, 0, 0, 3, 3)|(1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0)|6|11|5|206|2|(0, 3)|False|False
1407|(0, 0, 0, 2, 4)|(1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1)|6|11|5|207|3|(0, 2, 4)|False|False
1408|(0, 0, 0, 1, 5)|(1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0)|6|11|5|208|3|(0, 1, 5)|False|False
1409|(0, 0, 0, 0, 6)|(1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1)|6|11|5|209|2|(0, 6)|False|False
1410|(5, 0, 0, 0, 0, 0)|(1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0)|5|11|6|0|2|(0, 5)|False|False
1411|(4, 1, 0, 0, 0, 0)|(1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1)|5|11|6|1|3|(0, 1, 4)|False|False
1412|(4, 0, 1, 0, 0, 0)|(1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0)|5|11|6|2|3|(0, 1, 4)|False|False
1413|(4, 0, 0, 1, 0, 0)|(1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1)|5|11|6|3|3|(0, 1, 4)|False|False
1414|(4, 0, 0, 0, 1, 0)|(1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0)|5|11|6|4|3|(0, 1, 4)|False|False
1415|(4, 0, 0, 0, 0, 1)|(1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1)|5|11|6|5|3|(0, 1, 4)|False|False
1416|(3, 2, 0, 0, 0, 0)|(1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0)|5|11|6|6|3|(0, 2, 3)|False|False
1417|(3, 1, 1, 0, 0, 0)|(1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1)|5|11|6|7|3|(0, 1, 3)|False|False
1418|(3, 1, 0, 1, 0, 0)|(1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0)|5|11|6|8|3|(0, 1, 3)|False|False
1419|(3, 1, 0, 0, 1, 0)|(1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1)|5|11|6|9|3|(0, 1, 3)|False|False
1420|(3, 1, 0, 0, 0, 1)|(1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0)|5|11|6|10|3|(0, 1, 3)|False|False
1421|(3, 0, 2, 0, 0, 0)|(1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1)|5|11|6|11|3|(0, 2, 3)|False|False
1422|(3, 0, 1, 1, 0, 0)|(1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0)|5|11|6|12|3|(0, 1, 3)|False|False
1423|(3, 0, 1, 0, 1, 0)|(1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1)|5|11|6|13|3|(0, 1, 3)|False|False
1424|(3, 0, 1, 0, 0, 1)|(1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0)|5|11|6|14|3|(0, 1, 3)|False|False
1425|(3, 0, 0, 2, 0, 0)|(1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1)|5|11|6|15|3|(0, 2, 3)|False|False
1426|(3, 0, 0, 1, 1, 0)|(1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0)|5|11|6|16|3|(0, 1, 3)|False|False
1427|(3, 0, 0, 1, 0, 1)|(1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1)|5|11|6|17|3|(0, 1, 3)|False|False
1428|(3, 0, 0, 0, 2, 0)|(1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0)|5|11|6|18|3|(0, 2, 3)|False|False
1429|(3, 0, 0, 0, 1, 1)|(1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1)|5|11|6|19|3|(0, 1, 3)|False|False
1430|(3, 0, 0, 0, 0, 2)|(1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0)|5|11|6|20|3|(0, 2, 3)|False|False
1431|(2, 3, 0, 0, 0, 0)|(1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1)|5|11|6|21|3|(0, 2, 3)|False|False
1432|(2, 2, 1, 0, 0, 0)|(1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0)|5|11|6|22|3|(0, 1, 2)|False|False
1433|(2, 2, 0, 1, 0, 0)|(1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1)|5|11|6|23|3|(0, 1, 2)|False|False
1434|(2, 2, 0, 0, 1, 0)|(1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0)|5|11|6|24|3|(0, 1, 2)|False|False
1435|(2, 2, 0, 0, 0, 1)|(1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1)|5|11|6|25|3|(0, 1, 2)|False|False
1436|(2, 1, 2, 0, 0, 0)|(1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0)|5|11|6|26|3|(0, 1, 2)|False|False
1437|(2, 1, 1, 1, 0, 0)|(1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1)|5|11|6|27|3|(0, 1, 2)|False|False
1438|(2, 1, 1, 0, 1, 0)|(1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0)|5|11|6|28|3|(0, 1, 2)|False|False
1439|(2, 1, 1, 0, 0, 1)|(1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1)|5|11|6|29|3|(0, 1, 2)|False|False
1440|(2, 1, 0, 2, 0, 0)|(1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0)|5|11|6|30|3|(0, 1, 2)|False|False
1441|(2, 1, 0, 1, 1, 0)|(1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1)|5|11|6|31|3|(0, 1, 2)|False|False
1442|(2, 1, 0, 1, 0, 1)|(1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0)|5|11|6|32|3|(0, 1, 2)|False|False
1443|(2, 1, 0, 0, 2, 0)|(1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1)|5|11|6|33|3|(0, 1, 2)|False|False
1444|(2, 1, 0, 0, 1, 1)|(1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0)|5|11|6|34|3|(0, 1, 2)|False|False
1445|(2, 1, 0, 0, 0, 2)|(1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1)|5|11|6|35|3|(0, 1, 2)|False|False
1446|(2, 0, 3, 0, 0, 0)|(1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0)|5|11|6|36|3|(0, 2, 3)|False|False
1447|(2, 0, 2, 1, 0, 0)|(1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1)|5|11|6|37|3|(0, 1, 2)|False|False
1448|(2, 0, 2, 0, 1, 0)|(1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0)|5|11|6|38|3|(0, 1, 2)|False|False
1449|(2, 0, 2, 0, 0, 1)|(1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1)|5|11|6|39|3|(0, 1, 2)|False|False
1450|(2, 0, 1, 2, 0, 0)|(1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0)|5|11|6|40|3|(0, 1, 2)|False|False
1451|(2, 0, 1, 1, 1, 0)|(1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1)|5|11|6|41|3|(0, 1, 2)|False|False
1452|(2, 0, 1, 1, 0, 1)|(1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0)|5|11|6|42|3|(0, 1, 2)|False|False
1453|(2, 0, 1, 0, 2, 0)|(1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1)|5|11|6|43|3|(0, 1, 2)|False|False
1454|(2, 0, 1, 0, 1, 1)|(1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0)|5|11|6|44|3|(0, 1, 2)|False|False
1455|(2, 0, 1, 0, 0, 2)|(1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1)|5|11|6|45|3|(0, 1, 2)|False|False
1456|(2, 0, 0, 3, 0, 0)|(1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0)|5|11|6|46|3|(0, 2, 3)|False|False
1457|(2, 0, 0, 2, 1, 0)|(1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1)|5|11|6|47|3|(0, 1, 2)|False|False
1458|(2, 0, 0, 2, 0, 1)|(1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0)|5|11|6|48|3|(0, 1, 2)|False|False
1459|(2, 0, 0, 1, 2, 0)|(1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1)|5|11|6|49|3|(0, 1, 2)|False|False
1460|(2, 0, 0, 1, 1, 1)|(1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0)|5|11|6|50|3|(0, 1, 2)|False|False
1461|(2, 0, 0, 1, 0, 2)|(1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1)|5|11|6|51|3|(0, 1, 2)|False|False
1462|(2, 0, 0, 0, 3, 0)|(1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0)|5|11|6|52|3|(0, 2, 3)|False|False
1463|(2, 0, 0, 0, 2, 1)|(1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1)|5|11|6|53|3|(0, 1, 2)|False|False
1464|(2, 0, 0, 0, 1, 2)|(1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0)|5|11|6|54|3|(0, 1, 2)|False|False
1465|(2, 0, 0, 0, 0, 3)|(1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1)|5|11|6|55|3|(0, 2, 3)|False|False
1466|(1, 4, 0, 0, 0, 0)|(1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0)|5|11|6|56|3|(0, 1, 4)|False|False
1467|(1, 3, 1, 0, 0, 0)|(1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1)|5|11|6|57|3|(0, 1, 3)|False|False
1468|(1, 3, 0, 1, 0, 0)|(1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0)|5|11|6|58|3|(0, 1, 3)|False|False
1469|(1, 3, 0, 0, 1, 0)|(1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1)|5|11|6|59|3|(0, 1, 3)|False|False
1470|(1, 3, 0, 0, 0, 1)|(1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0)|5|11|6|60|3|(0, 1, 3)|False|False
